model,female_coef,female_se,female_pvalue,r_squared,n_obs,controls
M0,-0.16541333221813542,0.0004898023966647043,0.0,0.01158033890814425,9734629,female
M1,-0.23456329986335947,0.0004350743825738476,0.0,0.23574907561219882,9734629,female + age + age_sq + C(race_ethnicity) + C(education_level)
M2,-0.23087312049462072,0.0004320897819471739,0.0,0.2470680586506141,9734629,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips)
M3,-0.1348062508409149,0.0004746995113237062,0.0,0.38701922553394896,9734629,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker)
M4,-0.14719755240345753,0.0004765080087855349,0.0,0.3904328817157162,9734628,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way
M5,-0.14692449706989846,0.0004949796576221866,0.0,0.3940438641210564,9734628,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5
M6_reproductive,-0.11427976974375045,0.0005705438588512889,0.0,0.3952914208943048,9734628,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage)
M7_onet_context,-0.11458900981858153,0.0005728344207974901,0.0,0.3959249686720625,9662914,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity
M8_reproductive_x_job_context,-0.005776079450268232,0.01192356167822033,0.6280838094854125,0.396768959042741,9662914,female + age + age_sq + C(race_ethnicity) + C(education_level) + C(state_fips) + C(occupation_code) + C(industry_code) + C(class_of_worker) + usual_hours_week + work_from_home + commute_minutes_one_way + C(marital_status) + number_children + children_under_5 + recent_birth + recent_marriage + has_own_child + own_child_under6 + own_child_6_17_only + C(couple_type) + C(reproductive_stage) + autonomy + schedule_unpredictability + time_pressure + coordination_responsibility + physical_proximity + job_rigidity + female_x_recent_birth + female_x_own_child_under6 + female_x_recent_marriage + female_x_same_sex_couple_household + female_x_autonomy + female_x_job_rigidity + female_x_own_child_under6_x_job_rigidity
